# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
chromosome	cds	420359	422164	+	LFFONA_00546	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L4M7
chromosome	cds	422174	422374	+	LFFONA_00547	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADW8
chromosome	cds	422469	423059	+	LFFONA_00548	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9K9
chromosome	cds	423109	423327	-	LFFONA_00549	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8R4
chromosome	cds	423548	424360	+	LFFONA_00550	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0V9RUX7
chromosome	cds	424527	425249	+	LFFONA_00551	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64624
chromosome	cds	425249	425635	+	LFFONA_00552	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MCW0
chromosome	cds	425635	425994	+	LFFONA_00553	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MCV9
chromosome	cds	426001	426288	+	LFFONA_00554	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MCV8
chromosome	cds	426414	426788	+	LFFONA_00555	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7S3
chromosome	cds	426885	427355	+	LFFONA_00556	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P02359
chromosome	cds	427452	429566	+	LFFONA_00557	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6M8
chromosome	cds	429637	430821	+	LFFONA_00558	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0CE47
chromosome	cds	431113	433812	+	LFFONA_00559	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D751
chromosome	cds	433981	434175	+	LFFONA_00560	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AE56
chromosome	cds	434247	434723	+	LFFONA_00561	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABD3
chromosome	cds	434752	435429	-	LFFONA_00562	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D85C
chromosome	cds	435429	435890	-	LFFONA_00563	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VMD9
chromosome	cds	435887	437050	-	LFFONA_00564	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Y5C2D3
chromosome	cds	437065	438048	-	LFFONA_00565	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D754
chromosome	cds	438041	438628	-	LFFONA_00566	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2G9A324
chromosome	cds	438621	438998	-	LFFONA_00567	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Y5BYU1
chromosome	cds	438995	439504	-	LFFONA_00568	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Y5C070
chromosome	cds	439512	439949	-	LFFONA_00569	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061LHA6
chromosome	cds	439959	441155	-	LFFONA_00570	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D7B0
chromosome	cds	441152	442633	-	LFFONA_00571	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K6BML6
chromosome	cds	442643	444595	-	LFFONA_00572	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A3D932
chromosome	cds	444579	445394	-	LFFONA_00573	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VPZ1
chromosome	cds	445574	447043	+	LFFONA_00574	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A234E6Y6
chromosome	cds	447045	447464	+	LFFONA_00575	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VPL8
chromosome	cds	447702	448013	+	LFFONA_00576	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7R5
chromosome	cds	448046	448675	+	LFFONA_00577	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60438
chromosome	cds	448686	449291	+	LFFONA_00578	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQL8
chromosome	cds	449288	449590	+	LFFONA_00579	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADZ0
chromosome	cds	449608	450429	+	LFFONA_00580	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60422
chromosome	cds	450446	450724	+	LFFONA_00581	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQL3
chromosome	cds	450739	451071	+	LFFONA_00582	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQL2
chromosome	cds	451089	451790	+	LFFONA_00583	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQL0
chromosome	cds	451803	452213	+	LFFONA_00584	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQK9
chromosome	cds	452213	452404	+	LFFONA_00585	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7M6
chromosome	cds	452404	452658	+	LFFONA_00586	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG63
chromosome	cds	452823	453194	+	LFFONA_00587	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADY3
chromosome	cds	453205	453519	+	LFFONA_00588	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UK33
chromosome	cds	453534	454073	+	LFFONA_00589	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P62399
chromosome	cds	454088	454393	+	LFFONA_00590	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG59
chromosome	cds	454427	454819	+	LFFONA_00591	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQK2
chromosome	cds	454832	455365	+	LFFONA_00592	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG55
chromosome	cds	455375	455728	+	LFFONA_00593	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ9
chromosome	cds	455743	456246	+	LFFONA_00594	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ8
chromosome	cds	456250	456429	+	LFFONA_00595	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG51
chromosome	cds	456433	456867	+	LFFONA_00596	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ5
chromosome	cds	456875	458206	+	LFFONA_00597	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGA2
chromosome	cds	458238	458354	+	LFFONA_00598	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7Q8
chromosome	ncRNA-region	458422	458533	+	-	102.8	3.6e-15	-	-	-	RFAM:RF00140
chromosome	cds	458501	458857	+	LFFONA_00599	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7S9
chromosome	cds	458874	459263	+	LFFONA_00600	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7R9
chromosome	cds	459297	459917	+	LFFONA_00601	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ1
chromosome	cds	459943	460932	+	LFFONA_00602	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ0
chromosome	cds	460973	461356	+	LFFONA_00603	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG44
chromosome	cds	461463	461831	+	LFFONA_00604	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QFF0
chromosome	cds	461842	462267	+	LFFONA_00605	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QFE9
chromosome	cds	462323	462541	+	LFFONA_00606	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QFE8
chromosome	cds	462538	462951	-	LFFONA_00607	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MCQ6
chromosome	cds	463081	464457	-	LFFONA_00608	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGI8
chromosome	cds	464479	465768	-	LFFONA_00609	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FD12
chromosome	cds	465820	466767	-	LFFONA_00610	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FD13
chromosome	cds	466782	467291	-	LFFONA_00611	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6K3
chromosome	cds	467421	468545	+	LFFONA_00612	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QFE2
chromosome	cds	468517	468990	+	LFFONA_00613	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZSH3
chromosome	cds	469019	469561	+	LFFONA_00614	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MCP9
chromosome	cds	469566	470138	+	LFFONA_00615	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3L5GWR0
chromosome	cds	470143	470961	+	LFFONA_00616	531.0	1.3e-190	1.0	0.968	0.978	UniRef:UniRef90_P15770
chromosome	cds	470958	471215	+	LFFONA_00617	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P45795
chromosome	cds	471191	471745	-	LFFONA_00618	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Y5C027
chromosome	rRNA	472217	473758	+	LFFONA_00619	1577.7	8.6e-48	-	-	-	RFAM:RF00177
chromosome	tRNA	473827	473903	+	LFFONA_00620	75.8	-	-	-	-	-
chromosome	tRNA	473946	474021	+	LFFONA_00621	78.1	-	-	-	-	-
chromosome	ncRNA	474089	474197	+	LFFONA_00622	121.6	4.7e-21	-	-	-	RFAM:RF01830
chromosome	rRNA	474205	477109	+	LFFONA_00623	2865.0	6.1e-06	-	-	-	RFAM:RF02541
chromosome	rRNA	477205	477320	+	LFFONA_00624	93.0	2.2e-15	-	-	-	RFAM:RF00001
chromosome	tRNA	477335	477410	+	LFFONA_00625	79.8	-	-	-	-	-
chromosome	rRNA	477450	477565	+	LFFONA_00626	90.0	8.3e-15	-	-	-	RFAM:RF00001
chromosome	cds	477628	478386	-	LFFONA_00627	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D806
chromosome	cds	478394	479497	-	LFFONA_00628	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X1LH86
chromosome	cds	479507	480688	-	LFFONA_00629	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8G9RFM1
chromosome	cds	480756	481781	-	LFFONA_00630	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8W742
chromosome	cds	482212	482433	-	LFFONA_00631	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8W1D8
chromosome	cds	482539	482664	+	LFFONA_00632	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8W456
chromosome	cds	482686	485790	-	LFFONA_00633	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D4A3
chromosome	cds	485802	486959	-	LFFONA_00634	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8G8S1G8
chromosome	cds	487358	488020	+	LFFONA_00635	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061LCK4
chromosome	cds	488023	488202	-	LFFONA_00636	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64619
chromosome	cds	488286	489170	-	LFFONA_00637	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D4A2
chromosome	cds	489256	489552	-	LFFONA_00638	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQG0
chromosome	cds	489578	490543	-	LFFONA_00639	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABT5
chromosome	cds	490872	491753	-	LFFONA_00640	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D4A1
chromosome	cds	491765	493216	-	LFFONA_00641	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D4A0
chromosome	cds	493206	493448	-	LFFONA_00642	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SRK7
chromosome	cds	493541	494497	-	LFFONA_00643	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S1P8K8
chromosome	cds	494508	495323	-	LFFONA_00644	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAF0SKW0
chromosome	cds	495680	496534	+	LFFONA_00645	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8W464
chromosome	cds	496570	497460	+	LFFONA_00646	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FST0
chromosome	cds	497521	499020	+	LFFONA_00647	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QET4
chromosome	cds	499021	500010	+	LFFONA_00648	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D49F
chromosome	cds	500032	500994	+	LFFONA_00649	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0F3WJF8
chromosome	cds	500991	502037	+	LFFONA_00650	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F07C7C
chromosome	cds	502129	503478	-	LFFONA_00651	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A067HC32
chromosome	cds	503489	503959	-	LFFONA_00652	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABD8
chromosome	cds	504937	505911	-	LFFONA_00653	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MC15
chromosome	cds	506063	508003	+	LFFONA_00654	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D49E
chromosome	cds	508308	509351	+	LFFONA_00655	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9X4
chromosome	cds	509417	510520	+	LFFONA_00656	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A067HC27
chromosome	cds	510520	511008	+	LFFONA_00657	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABH4
chromosome	cds	511017	511610	+	LFFONA_00658	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FD47
chromosome	cds	511600	513069	+	LFFONA_00659	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9J0
chromosome	cds	513137	516937	+	LFFONA_00660	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00033C21AC
chromosome	cds	517093	518538	+	LFFONA_00661	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGG8
chromosome	cds	518666	519595	-	LFFONA_00662	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67662
chromosome	cds	519778	519981	+	LFFONA_00663	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P46478
chromosome	cds	519989	520921	+	LFFONA_00664	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UJX3
chromosome	cds	520927	522894	+	LFFONA_00665	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D43A
chromosome	cds	522986	523258	+	LFFONA_00666	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64616
chromosome	cds	523313	523576	-	LFFONA_00667	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64614
chromosome	cds	523940	524410	-	LFFONA_00668	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UJW9
chromosome	cds	524845	525783	+	LFFONA_00669	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P61889
chromosome	cds	525846	526913	-	LFFONA_00670	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QER1
chromosome	cds	527003	528370	-	LFFONA_00671	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0024073A4A
chromosome	cds	528524	528922	-	LFFONA_00672	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADW3
chromosome	cds	529105	530232	+	LFFONA_00673	727.0	2.8e-264	1.0	0.954	0.971	UniRef:UniRef90_P64612
chromosome	cds	530452	530880	+	LFFONA_00674	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA10
chromosome	cds	530896	531288	+	LFFONA_00675	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQC0
chromosome	cds	531683	532321	+	LFFONA_00676	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACA3
chromosome	cds	532327	532824	+	LFFONA_00677	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QEQ4
chromosome	cds	532941	533723	+	LFFONA_00678	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MBY8
chromosome	cds	533845	534738	+	LFFONA_00679	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6L4
chromosome	cds	534847	536337	+	LFFONA_00680	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C5EKU3
chromosome	cds	536385	537074	+	LFFONA_00681	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A761
chromosome	cds	537071	537946	+	LFFONA_00682	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A44CB6
chromosome	cds	537943	538407	+	LFFONA_00683	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066SYN0
chromosome	cds	538467	539594	-	LFFONA_00684	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00033603D5
chromosome	cds	539778	541196	-	LFFONA_00685	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066SXW4
chromosome	cds	541209	545762	-	LFFONA_00686	2966.0	0.0	0.988	0.973	0.993	UniRef:UniRef90_P09831
chromosome	cds	546344	547273	+	LFFONA_00687	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001BE08AFB
chromosome	cds	547369	549705	+	LFFONA_00688	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066SYM7
chromosome	ncRNA	549710	549817	-	LFFONA_00689	120.9	7.3e-20	-	-	-	RFAM:RF00081
chromosome	cds	549935	550588	+	LFFONA_00690	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066SXW2
chromosome	cds	550585	551313	+	LFFONA_00691	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MBX7
chromosome	cds	551310	551942	-	LFFONA_00692	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64610
chromosome	cds	552155	552427	-	LFFONA_00693	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9N0
chromosome	cds	552424	553278	-	LFFONA_00694	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A894
chromosome	cds	553324	553815	-	LFFONA_00695	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A484YMQ1
chromosome	cds	553933	554220	-	LFFONA_00696	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFX0
chromosome	cds	554243	555676	-	LFFONA_00697	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SS82
chromosome	cds	555724	556449	-	LFFONA_00698	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9V1
chromosome	cds	556456	557013	-	LFFONA_00699	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADV1
chromosome	cds	556982	557557	-	LFFONA_00700	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADV9
chromosome	cds	557554	558120	-	LFFONA_00701	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A140N5J7
chromosome	cds	558141	559127	-	LFFONA_00702	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P45395
chromosome	cds	559141	560118	-	LFFONA_00703	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281DAA1
chromosome	cds	560328	561137	+	LFFONA_00704	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P63386
chromosome	cds	561145	561927	+	LFFONA_00705	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64606
chromosome	cds	561932	562483	+	LFFONA_00706	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64604
chromosome	cds	562502	563137	+	LFFONA_00707	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SSD2
chromosome	cds	563137	563430	+	LFFONA_00708	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QEM4
chromosome	cds	563575	563844	+	LFFONA_00709	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9W6
chromosome	cds	563899	565158	+	LFFONA_00710	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00033D63EB
chromosome	cds	565206	565484	-	LFFONA_00711	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACH1
chromosome	cds	565719	566690	-	LFFONA_00712	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A46D13
chromosome	cds	566949	567260	+	LFFONA_00713	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG48
chromosome	cds	567281	567538	+	LFFONA_00714	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7L8
chromosome	cds	567665	568630	+	LFFONA_00715	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K6FAS8
chromosome	cds	568646	569818	+	LFFONA_00716	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MBV2
chromosome	cds	569859	571292	-	LFFONA_00717	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J8XI62
chromosome	ncRNA-region	571323	571444	+	-	128.0	2.1e-19	-	-	-	RFAM:RF01769
chromosome	cds	571540	572016	+	LFFONA_00718	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6W5
chromosome	cds	572172	572465	-	LFFONA_00719	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGK4
chromosome	cds	572591	573220	+	LFFONA_00720	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQ68
chromosome	cds	573311	575254	+	LFFONA_00721	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AAI3
chromosome	cds	575344	576192	+	LFFONA_00722	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8W7F9
chromosome	cds	576185	577522	+	LFFONA_00723	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UJ69
chromosome	cds	577750	578082	+	LFFONA_00724	201.0	6.7e-65	1.0	0.873	0.991	UniRef:UniRef90_Q32BF8
chromosome	tRNA	578097	578183	+	LFFONA_00725	64.5	-	-	-	-	-
chromosome	cds	578751	580268	+	LFFONA_00726	940.0	0.0	1.137	0.950	0.861	UniRef:UniRef90_P42640
chromosome	cds	580276	581619	-	LFFONA_00727	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6E4
chromosome	tRNA	581967	582043	+	LFFONA_00728	77.5	-	-	-	-	-
chromosome	ncRNA-region	582132	582232	+	-	102.1	1.2e-15	-	-	-	RFAM:RF01770
chromosome	cds	582250	582702	+	LFFONA_00729	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8A8
chromosome	cds	582730	584217	+	LFFONA_00730	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFF6
chromosome	cds	584242	586914	+	LFFONA_00731	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UJ63
chromosome	ncRNA	586931	587001	+	LFFONA_00732	77.3	2.1e-11	-	-	-	RFAM:RF02564
chromosome	cds	587078	587479	+	LFFONA_00733	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7G2
chromosome	cds	587479	588423	+	LFFONA_00734	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281DA9A
chromosome	ncRNA-region	588514	588628	+	-	117.7	9.1e-18	-	-	-	RFAM:RF00114
chromosome	cds	588572	588841	+	LFFONA_00735	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADZ4
chromosome	ncRNA	588858	589029	-	LFFONA_00736	162.4	3.2e-26	-	-	-	RFAM:RF00082
chromosome	cds	589088	591223	+	LFFONA_00737	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281DA99
chromosome	cds	591332	592216	+	LFFONA_00738	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFB1
chromosome	sorf	592323	592403	+	LFFONA_00739	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C1P618
chromosome	cds	592396	594285	+	LFFONA_00740	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9P6
chromosome	cds	594439	595683	+	LFFONA_00741	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A178RCL8
chromosome	cds	595801	596808	-	LFFONA_00742	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADV5
chromosome	cds	596889	597767	-	LFFONA_00743	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QEJ4
chromosome	cds	597776	598771	-	LFFONA_00744	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0V9FGK7
chromosome	cds	598980	599504	+	LFFONA_00745	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64599
chromosome	cds	599498	600001	+	LFFONA_00746	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P63417
chromosome	cds	599988	600290	-	LFFONA_00747	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MB76
chromosome	cds	600341	600784	+	LFFONA_00748	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MB75
chromosome	cds	600764	601282	-	LFFONA_00749	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A234HDJ9
chromosome	cds	601410	602045	+	LFFONA_00750	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SSX2
chromosome	cds	602118	603158	+	LFFONA_00751	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MB72
chromosome	cds	603271	603846	-	LFFONA_00752	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64596
chromosome	cds	603856	604446	-	LFFONA_00753	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZS45
chromosome	cds	604466	604861	-	LFFONA_00754	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MB69
chromosome	cds	604819	606855	-	LFFONA_00755	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X1JWE3
chromosome	cds	606920	607783	+	LFFONA_00756	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FSK3
chromosome	cds	607833	608546	-	LFFONA_00757	469.0	7.6e-167	1.0	0.905	0.975	UniRef:UniRef90_W1F3B3
chromosome	cds	608601	609392	-	LFFONA_00758	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281DA3B
chromosome	cds	609382	610185	-	LFFONA_00759	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J8XVK0
chromosome	cds	610224	610700	-	LFFONA_00760	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3ST27
chromosome	cds	610867	611727	-	LFFONA_00761	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AB74
chromosome	cds	611740	612894	-	LFFONA_00762	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281DA3A
chromosome	cds	613244	614377	-	LFFONA_00763	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A1EFC7
chromosome	cds	614374	614808	-	LFFONA_00764	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J8XKQ2
chromosome	cds	614826	615704	-	LFFONA_00765	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00025CADBC
chromosome	cds	615694	616473	-	LFFONA_00766	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A377AAV3
chromosome	cds	616484	616957	-	LFFONA_00767	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D6HBX2
chromosome	cds	616980	618260	-	LFFONA_00768	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A417AD
